item,lemma,tense,person,verbNum,verb
0,entrar,Past,3,sg,entró
0,entrar,Past,3,pl,entraron
0,entrar,Imperfect,3,sg,entraba
0,entrar,Imperfect,3,pl,entraban
0,entrar,Pres,3,sg,entra
0,entrar,Pres,3,pl,entran
0,entrar,Fut,3,sg,entrará
0,entrar,Fut,3,pl,entrarán
1,acusar,Past,3,sg,acusó
1,acusar,Past,3,pl,acusaron
1,acusar,Imperfect,3,sg,acusaba
1,acusar,Imperfect,3,pl,acusaban
1,acusar,Pres,3,sg,acusa
1,acusar,Pres,3,pl,acusan
1,acusar,Fut,3,sg,acusará
1,acusar,Fut,3,pl,acusarán
2,utilizar,Past,3,sg,utilizó
2,utilizar,Past,3,pl,utilizaron
2,utilizar,Imperfect,3,sg,utilizaba
2,utilizar,Imperfect,3,pl,utilizaban
2,utilizar,Pres,3,sg,utiliza
2,utilizar,Pres,3,pl,utilizan
2,utilizar,Fut,3,sg,utilizará
2,utilizar,Fut,3,pl,utilizarán
3,organizar,Past,3,sg,organizó
3,organizar,Past,3,pl,organizaron
3,organizar,Imperfect,3,sg,organizaba
3,organizar,Imperfect,3,pl,organizaban
3,organizar,Pres,3,sg,organiza
3,organizar,Pres,3,pl,organizan
3,organizar,Fut,3,sg,organizará
3,organizar,Fut,3,pl,organizarán
4,provocar,Past,3,sg,provocó
4,provocar,Past,3,pl,provocaron
4,provocar,Imperfect,3,sg,provocaba
4,provocar,Imperfect,3,pl,provocaban
4,provocar,Pres,3,sg,provoca
4,provocar,Pres,3,pl,provocan
4,provocar,Fut,3,sg,provocará
4,provocar,Fut,3,pl,provocarán
5,elegir,Past,3,sg,eligió
5,elegir,Past,3,pl,eligieron
5,elegir,Imperfect,3,sg,elegía
5,elegir,Imperfect,3,pl,elegían
5,elegir,Pres,3,sg,elige
5,elegir,Pres,3,pl,eligen
5,elegir,Fut,3,sg,elegirá
5,elegir,Fut,3,pl,elegirán
6,amenazar,Past,3,sg,amenazó
6,amenazar,Past,3,pl,amenazaron
6,amenazar,Imperfect,3,sg,amenazaba
6,amenazar,Imperfect,3,pl,amenazaban
6,amenazar,Pres,3,sg,amenaza
6,amenazar,Pres,3,pl,amenazan
6,amenazar,Fut,3,sg,amenazará
6,amenazar,Fut,3,pl,amenazarán
7,sacar,Past,3,sg,sacó
7,sacar,Past,3,pl,sacaron
7,sacar,Imperfect,3,sg,sacaba
7,sacar,Imperfect,3,pl,sacaban
7,sacar,Pres,3,sg,saca
7,sacar,Pres,3,pl,sacan
7,sacar,Fut,3,sg,sacará
7,sacar,Fut,3,pl,sacarán
8,sufrir,Past,3,sg,sufrió
8,sufrir,Past,3,pl,sufrieron
8,sufrir,Imperfect,3,sg,sufría
8,sufrir,Imperfect,3,pl,sufrían
8,sufrir,Pres,3,sg,sufre
8,sufrir,Pres,3,pl,sufren
8,sufrir,Fut,3,sg,sufrirá
8,sufrir,Fut,3,pl,sufrirán
9,dimitir,Past,3,sg,dimitió
9,dimitir,Past,3,pl,dimitieron
9,dimitir,Imperfect,3,sg,dimitía
9,dimitir,Imperfect,3,pl,dimitían
9,dimitir,Pres,3,sg,dimite
9,dimitir,Pres,3,pl,dimiten
9,dimitir,Fut,3,sg,dimitirá
9,dimitir,Fut,3,pl,dimitirán
10,sustituir,Past,3,sg,sustituyó
10,sustituir,Past,3,pl,sustituyeron
10,sustituir,Imperfect,3,sg,sustituía
10,sustituir,Imperfect,3,pl,sustituían
10,sustituir,Pres,3,sg,sustituye
10,sustituir,Pres,3,pl,sustituyen
10,sustituir,Fut,3,sg,sustituirá
10,sustituir,Fut,3,pl,sustituirán
11,defender,Past,3,sg,defendió
11,defender,Past,3,pl,defendieron
11,defender,Imperfect,3,sg,defendía
11,defender,Imperfect,3,pl,defendían
11,defender,Pres,3,sg,defiende
11,defender,Pres,3,pl,defienden
11,defender,Fut,3,sg,defenderá
11,defender,Fut,3,pl,defenderán
12,ofrecer,Past,3,sg,ofreció
12,ofrecer,Past,3,pl,ofrecieron
12,ofrecer,Imperfect,3,sg,ofrecía
12,ofrecer,Imperfect,3,pl,ofrecían
12,ofrecer,Pres,3,sg,ofrece
12,ofrecer,Pres,3,pl,ofrecen
12,ofrecer,Fut,3,sg,ofrecerá
12,ofrecer,Fut,3,pl,ofrecerán
13,respetar,Past,3,sg,respetó
13,respetar,Past,3,pl,respetaron
13,respetar,Imperfect,3,sg,respetaba
13,respetar,Imperfect,3,pl,respetaban
13,respetar,Pres,3,sg,respeta
13,respetar,Pres,3,pl,respetan
13,respetar,Fut,3,sg,respetará
13,respetar,Fut,3,pl,respetarán
14,declarar,Past,3,sg,declaró
14,declarar,Past,3,pl,declararon
14,declarar,Imperfect,3,sg,declaraba
14,declarar,Imperfect,3,pl,declaraban
14,declarar,Pres,3,sg,declara
14,declarar,Pres,3,pl,declaran
14,declarar,Fut,3,sg,declarará
14,declarar,Fut,3,pl,declararán
15,agregar,Past,3,sg,agregó
15,agregar,Past,3,pl,agregaron
15,agregar,Imperfect,3,sg,agregaba
15,agregar,Imperfect,3,pl,agregaban
15,agregar,Pres,3,sg,agrega
15,agregar,Pres,3,pl,agregan
15,agregar,Fut,3,sg,agregará
15,agregar,Fut,3,pl,agregarán
16,rechazar,Past,3,sg,rechazó
16,rechazar,Past,3,pl,rechazaron
16,rechazar,Imperfect,3,sg,rechazaba
16,rechazar,Imperfect,3,pl,rechazaban
16,rechazar,Pres,3,sg,rechaza
16,rechazar,Pres,3,pl,rechazan
16,rechazar,Fut,3,sg,rechazará
16,rechazar,Fut,3,pl,rechazarán
17,alterar,Past,3,sg,alteró
17,alterar,Past,3,pl,alteraron
17,alterar,Imperfect,3,sg,alteraba
17,alterar,Imperfect,3,pl,alteraban
17,alterar,Pres,3,sg,altera
17,alterar,Pres,3,pl,alteran
17,alterar,Fut,3,sg,alterará
17,alterar,Fut,3,pl,alterarán
18,mencionar,Past,3,sg,mencionó
18,mencionar,Past,3,pl,mencionaron
18,mencionar,Imperfect,3,sg,mencionaba
18,mencionar,Imperfect,3,pl,mencionaban
18,mencionar,Pres,3,sg,menciona
18,mencionar,Pres,3,pl,mencionan
18,mencionar,Fut,3,sg,mencionará
18,mencionar,Fut,3,pl,mencionarán
19,criticar,Past,3,sg,criticó
19,criticar,Past,3,pl,criticaron
19,criticar,Imperfect,3,sg,criticaba
19,criticar,Imperfect,3,pl,criticaban
19,criticar,Pres,3,sg,critica
19,criticar,Pres,3,pl,critican
19,criticar,Fut,3,sg,criticará
19,criticar,Fut,3,pl,criticarán
20,poner,Past,3,sg,puso
20,poner,Past,3,pl,pusieron
20,poner,Imperfect,3,sg,ponía
20,poner,Imperfect,3,pl,ponían
20,poner,Pres,3,sg,pone
20,poner,Pres,3,pl,ponen
20,poner,Fut,3,sg,pondrá
20,poner,Fut,3,pl,pondrán
21,aumentar,Past,3,sg,aumentó
21,aumentar,Past,3,pl,aumentaron
21,aumentar,Imperfect,3,sg,aumentaba
21,aumentar,Imperfect,3,pl,aumentaban
21,aumentar,Pres,3,sg,aumenta
21,aumentar,Pres,3,pl,aumentan
21,aumentar,Fut,3,sg,aumentará
21,aumentar,Fut,3,pl,aumentarán
22,trabajar,Past,3,sg,trabajó
22,trabajar,Past,3,pl,trabajaron
22,trabajar,Imperfect,3,sg,trabajaba
22,trabajar,Imperfect,3,pl,trabajaban
22,trabajar,Pres,3,sg,trabaja
22,trabajar,Pres,3,pl,trabajan
22,trabajar,Fut,3,sg,trabajará
22,trabajar,Fut,3,pl,trabajarán
23,colaborar,Past,3,sg,colaboró
23,colaborar,Past,3,pl,colaboraron
23,colaborar,Imperfect,3,sg,colaboraba
23,colaborar,Imperfect,3,pl,colaboraban
23,colaborar,Pres,3,sg,colabora
23,colaborar,Pres,3,pl,colaboran
23,colaborar,Fut,3,sg,colaborará
23,colaborar,Fut,3,pl,colaborarán
24,reiterar,Past,3,sg,reiteró
24,reiterar,Past,3,pl,reiteraron
24,reiterar,Imperfect,3,sg,reiteraba
24,reiterar,Imperfect,3,pl,reiteraban
24,reiterar,Pres,3,sg,reitera
24,reiterar,Pres,3,pl,reiteran
24,reiterar,Fut,3,sg,reiterará
24,reiterar,Fut,3,pl,reiterarán
25,dejar,Past,3,sg,dejó
25,dejar,Past,3,pl,dejaron
25,dejar,Imperfect,3,sg,dejaba
25,dejar,Imperfect,3,pl,dejaban
25,dejar,Pres,3,sg,deja
25,dejar,Pres,3,pl,dejan
25,dejar,Fut,3,sg,dejará
25,dejar,Fut,3,pl,dejarán
26,regir,Past,3,sg,rigió
26,regir,Past,3,pl,rigieron
26,regir,Imperfect,3,sg,regía
26,regir,Imperfect,3,pl,regían
26,regir,Pres,3,sg,rige
26,regir,Pres,3,pl,rigen
26,regir,Fut,3,sg,regirá
26,regir,Fut,3,pl,regirán
27,pertenecer,Past,3,sg,perteneció
27,pertenecer,Past,3,pl,pertenecieron
27,pertenecer,Imperfect,3,sg,pertenecía
27,pertenecer,Imperfect,3,pl,pertenecían
27,pertenecer,Pres,3,sg,pertenece
27,pertenecer,Pres,3,pl,pertenecen
27,pertenecer,Fut,3,sg,pertenecerá
27,pertenecer,Fut,3,pl,pertenecerán
28,tener,Past,3,sg,tuvo
28,tener,Past,3,pl,tuvieron
28,tener,Imperfect,3,sg,tenía
28,tener,Imperfect,3,pl,tenían
28,tener,Pres,3,sg,tiene
28,tener,Pres,3,pl,tienen
28,tener,Fut,3,sg,tendrá
28,tener,Fut,3,pl,tendrán
29,producir,Past,3,sg,produjo
29,producir,Past,3,pl,produjeron
29,producir,Imperfect,3,sg,producía
29,producir,Imperfect,3,pl,producían
29,producir,Pres,3,sg,produce
29,producir,Pres,3,pl,producen
29,producir,Fut,3,sg,producirá
29,producir,Fut,3,pl,producirán
30,viajar,Past,3,sg,viajó
30,viajar,Past,3,pl,viajaron
30,viajar,Imperfect,3,sg,viajaba
30,viajar,Imperfect,3,pl,viajaban
30,viajar,Pres,3,sg,viaja
30,viajar,Pres,3,pl,viajan
30,viajar,Fut,3,sg,viajará
30,viajar,Fut,3,pl,viajarán
31,mantener,Past,3,sg,mantuvo
31,mantener,Past,3,pl,mantuvieron
31,mantener,Imperfect,3,sg,mantenía
31,mantener,Imperfect,3,pl,mantenían
31,mantener,Pres,3,sg,mantiene
31,mantener,Pres,3,pl,mantienen
31,mantener,Fut,3,sg,mantendrá
31,mantener,Fut,3,pl,mantendrán
32,cerrar,Past,3,sg,cerró
32,cerrar,Past,3,pl,cerraron
32,cerrar,Imperfect,3,sg,cerraba
32,cerrar,Imperfect,3,pl,cerraban
32,cerrar,Pres,3,sg,cierra
32,cerrar,Pres,3,pl,cierran
32,cerrar,Fut,3,sg,cerrará
32,cerrar,Fut,3,pl,cerrarán
34,discutir,Past,3,sg,discutió
34,discutir,Past,3,pl,discutieron
34,discutir,Imperfect,3,sg,discutía
34,discutir,Imperfect,3,pl,discutían
34,discutir,Pres,3,sg,discute
34,discutir,Pres,3,pl,discuten
34,discutir,Fut,3,sg,discutirá
34,discutir,Fut,3,pl,discutirán
35,salir,Past,3,sg,salió
35,salir,Past,3,pl,salieron
35,salir,Imperfect,3,sg,salía
35,salir,Imperfect,3,pl,salían
35,salir,Pres,3,sg,sale
35,salir,Pres,3,pl,salen
35,salir,Fut,3,sg,saldrá
35,salir,Fut,3,pl,saldrán
36,aterrizar,Past,3,sg,aterrizó
36,aterrizar,Past,3,pl,aterrizaron
36,aterrizar,Imperfect,3,sg,aterrizaba
36,aterrizar,Imperfect,3,pl,aterrizaban
36,aterrizar,Pres,3,sg,aterriza
36,aterrizar,Pres,3,pl,aterrizan
36,aterrizar,Fut,3,sg,aterrizará
36,aterrizar,Fut,3,pl,aterrizarán
37,despegar,Past,3,sg,despegó
37,despegar,Past,3,pl,despegaron
37,despegar,Imperfect,3,sg,despegaba
37,despegar,Imperfect,3,pl,despegaban
37,despegar,Pres,3,sg,despega
37,despegar,Pres,3,pl,despegan
37,despegar,Fut,3,sg,despegará
37,despegar,Fut,3,pl,despegarán
38,romper,Past,3,sg,rompió
38,romper,Past,3,pl,rompieron
38,romper,Imperfect,3,sg,rompía
38,romper,Imperfect,3,pl,rompían
38,romper,Pres,3,sg,rompe
38,romper,Pres,3,pl,rompen
38,romper,Fut,3,sg,romperá
38,romper,Fut,3,pl,romperán
39,machacar,Past,3,sg,machacó
39,machacar,Past,3,pl,machacaron
39,machacar,Imperfect,3,sg,machacaba
39,machacar,Imperfect,3,pl,machacaban
39,machacar,Pres,3,sg,machaca
39,machacar,Pres,3,pl,machacan
39,machacar,Fut,3,sg,machacará
39,machacar,Fut,3,pl,machacarán
40,cesar,Past,3,sg,cesó
40,cesar,Past,3,pl,cesaron
40,cesar,Imperfect,3,sg,cesaba
40,cesar,Imperfect,3,pl,cesaban
40,cesar,Pres,3,sg,cesa
40,cesar,Pres,3,pl,cesan
40,cesar,Fut,3,sg,cesará
40,cesar,Fut,3,pl,cesarán
41,recrear,Past,3,sg,recreó
41,recrear,Past,3,pl,recrearon
41,recrear,Imperfect,3,sg,recreaba
41,recrear,Imperfect,3,pl,recreaban
41,recrear,Pres,3,sg,recrea
41,recrear,Pres,3,pl,recrean
41,recrear,Fut,3,sg,recreará
41,recrear,Fut,3,pl,recrearán
42,intentar,Past,3,sg,intentó
42,intentar,Past,3,pl,intentaron
42,intentar,Imperfect,3,sg,intentaba
42,intentar,Imperfect,3,pl,intentaban
42,intentar,Pres,3,sg,intenta
42,intentar,Pres,3,pl,intentan
42,intentar,Fut,3,sg,intentará
42,intentar,Fut,3,pl,intentarán
43,conciliar,Past,3,sg,concilió
43,conciliar,Past,3,pl,conciliaron
43,conciliar,Imperfect,3,sg,conciliaba
43,conciliar,Imperfect,3,pl,conciliaban
43,conciliar,Pres,3,sg,concilia
43,conciliar,Pres,3,pl,concilian
43,conciliar,Fut,3,sg,conciliará
43,conciliar,Fut,3,pl,conciliarán
44,ocurrir,Past,3,sg,ocurrió
44,ocurrir,Past,3,pl,ocurrieron
44,ocurrir,Imperfect,3,sg,ocurría
44,ocurrir,Imperfect,3,pl,ocurrían
44,ocurrir,Pres,3,sg,ocurre
44,ocurrir,Pres,3,pl,ocurren
44,ocurrir,Fut,3,sg,ocurrirá
44,ocurrir,Fut,3,pl,ocurrirán
45,tratar,Past,3,sg,trató
45,tratar,Past,3,pl,trataron
45,tratar,Imperfect,3,sg,trataba
45,tratar,Imperfect,3,pl,trataban
45,tratar,Pres,3,sg,trata
45,tratar,Pres,3,pl,tratan
45,tratar,Fut,3,sg,tratará
45,tratar,Fut,3,pl,tratarán
46,hacer,Past,3,sg,hizo
46,hacer,Past,3,pl,hicieron
46,hacer,Imperfect,3,sg,hacía
46,hacer,Imperfect,3,pl,hacían
46,hacer,Pres,3,sg,hace
46,hacer,Pres,3,pl,hacen
46,hacer,Fut,3,sg,hará
46,hacer,Fut,3,pl,harán
47,suplir,Past,3,sg,suplió
47,suplir,Past,3,pl,suplieron
47,suplir,Imperfect,3,sg,suplía
47,suplir,Imperfect,3,pl,suplían
47,suplir,Pres,3,sg,suple
47,suplir,Pres,3,pl,suplen
47,suplir,Fut,3,sg,suplirá
47,suplir,Fut,3,pl,suplirán
48,acordar,Past,3,sg,acordó
48,acordar,Past,3,pl,acordaron
48,acordar,Imperfect,3,sg,acordaba
48,acordar,Imperfect,3,pl,acordaban
48,acordar,Pres,3,sg,acuerda
48,acordar,Pres,3,pl,acuerdan
48,acordar,Fut,3,sg,acordará
48,acordar,Fut,3,pl,acordarán
49,llamar,Past,3,sg,llamó
49,llamar,Past,3,pl,llamaron
49,llamar,Imperfect,3,sg,llamaba
49,llamar,Imperfect,3,pl,llamaban
49,llamar,Pres,3,sg,llama
49,llamar,Pres,3,pl,llaman
49,llamar,Fut,3,sg,llamará
49,llamar,Fut,3,pl,llamarán
50,tardar,Past,3,sg,tardó
50,tardar,Past,3,pl,tardaron
50,tardar,Imperfect,3,sg,tardaba
50,tardar,Imperfect,3,pl,tardaban
50,tardar,Pres,3,sg,tarda
50,tardar,Pres,3,pl,tardan
50,tardar,Fut,3,sg,tardará
50,tardar,Fut,3,pl,tardarán
51,enterar,Past,3,sg,enteró
51,enterar,Past,3,pl,enteraron
51,enterar,Imperfect,3,sg,enteraba
51,enterar,Imperfect,3,pl,enteraban
51,enterar,Pres,3,sg,entera
51,enterar,Pres,3,pl,enteran
51,enterar,Fut,3,sg,enterará
51,enterar,Fut,3,pl,enterarán
52,lograr,Past,3,sg,logró
52,lograr,Past,3,pl,lograron
52,lograr,Imperfect,3,sg,lograba
52,lograr,Imperfect,3,pl,lograban
52,lograr,Pres,3,sg,logra
52,lograr,Pres,3,pl,logran
52,lograr,Fut,3,sg,logrará
52,lograr,Fut,3,pl,lograrán
53,escuchar,Past,3,sg,escuchó
53,escuchar,Past,3,pl,escucharon
53,escuchar,Imperfect,3,sg,escuchaba
53,escuchar,Imperfect,3,pl,escuchaban
53,escuchar,Pres,3,sg,escucha
53,escuchar,Pres,3,pl,escuchan
53,escuchar,Fut,3,sg,escuchará
53,escuchar,Fut,3,pl,escucharán
54,hablar,Past,3,sg,habló
54,hablar,Past,3,pl,hablaron
54,hablar,Imperfect,3,sg,hablaba
54,hablar,Imperfect,3,pl,hablaban
54,hablar,Pres,3,sg,habla
54,hablar,Pres,3,pl,hablan
54,hablar,Fut,3,sg,hablará
54,hablar,Fut,3,pl,hablarán
55,ingresar,Past,3,sg,ingresó
55,ingresar,Past,3,pl,ingresaron
55,ingresar,Imperfect,3,sg,ingresaba
55,ingresar,Imperfect,3,pl,ingresaban
55,ingresar,Pres,3,sg,ingresa
55,ingresar,Pres,3,pl,ingresan
55,ingresar,Fut,3,sg,ingresará
55,ingresar,Fut,3,pl,ingresarán
56,creer,Past,3,sg,creyó
56,creer,Past,3,pl,creyeron
56,creer,Imperfect,3,sg,creía
56,creer,Imperfect,3,pl,creían
56,creer,Pres,3,sg,cree
56,creer,Pres,3,pl,creen
56,creer,Fut,3,sg,creerá
56,creer,Fut,3,pl,creerán
57,recibir,Past,3,sg,recibió
57,recibir,Past,3,pl,recibieron
57,recibir,Imperfect,3,sg,recibía
57,recibir,Imperfect,3,pl,recibían
57,recibir,Pres,3,sg,recibe
57,recibir,Pres,3,pl,reciben
57,recibir,Fut,3,sg,recibirá
57,recibir,Fut,3,pl,recibirán
58,acomodar,Past,3,sg,acomodó
58,acomodar,Past,3,pl,acomodaron
58,acomodar,Imperfect,3,sg,acomodaba
58,acomodar,Imperfect,3,pl,acomodaban
58,acomodar,Pres,3,sg,acomoda
58,acomodar,Pres,3,pl,acomodan
58,acomodar,Fut,3,sg,acomodará
58,acomodar,Fut,3,pl,acomodarán
59,proporcionar,Past,3,sg,proporcionó
59,proporcionar,Past,3,pl,proporcionaron
59,proporcionar,Imperfect,3,sg,proporcionaba
59,proporcionar,Imperfect,3,pl,proporcionaban
59,proporcionar,Pres,3,sg,proporciona
59,proporcionar,Pres,3,pl,proporcionan
59,proporcionar,Fut,3,sg,proporcionará
59,proporcionar,Fut,3,pl,proporcionarán
60,arrimar,Past,3,sg,arrimó
60,arrimar,Past,3,pl,arrimaron
60,arrimar,Imperfect,3,sg,arrimaba
60,arrimar,Imperfect,3,pl,arrimaban
60,arrimar,Pres,3,sg,arrima
60,arrimar,Pres,3,pl,arriman
60,arrimar,Fut,3,sg,arrimará
60,arrimar,Fut,3,pl,arrimarán
61,despreciar,Past,3,sg,despreció
61,despreciar,Past,3,pl,despreciaron
61,despreciar,Imperfect,3,sg,despreciaba
61,despreciar,Imperfect,3,pl,despreciaban
61,despreciar,Pres,3,sg,desprecia
61,despreciar,Pres,3,pl,desprecian
61,despreciar,Fut,3,sg,despreciará
61,despreciar,Fut,3,pl,despreciarán
62,encontrar,Past,3,sg,encontró
62,encontrar,Past,3,pl,encontraron
62,encontrar,Imperfect,3,sg,encontraba
62,encontrar,Imperfect,3,pl,encontraban
62,encontrar,Pres,3,sg,encuentra
62,encontrar,Pres,3,pl,encuentran
62,encontrar,Fut,3,sg,encontrará
62,encontrar,Fut,3,pl,encontrarán
63,llevar,Past,3,sg,llevó
63,llevar,Past,3,pl,llevaron
63,llevar,Imperfect,3,sg,llevaba
63,llevar,Imperfect,3,pl,llevaban
63,llevar,Pres,3,sg,lleva
63,llevar,Pres,3,pl,llevan
63,llevar,Fut,3,sg,llevará
63,llevar,Fut,3,pl,llevarán
64,vivir,Past,3,sg,vivió
64,vivir,Past,3,pl,vivieron
64,vivir,Imperfect,3,sg,vivía
64,vivir,Imperfect,3,pl,vivían
64,vivir,Pres,3,sg,vive
64,vivir,Pres,3,pl,viven
64,vivir,Fut,3,sg,vivirá
64,vivir,Fut,3,pl,vivirán
65,comer,Past,3,sg,comió
65,comer,Past,3,pl,comieron
65,comer,Imperfect,3,sg,comía
65,comer,Imperfect,3,pl,comían
65,comer,Pres,3,sg,come
65,comer,Pres,3,pl,comen
65,comer,Fut,3,sg,comerá
65,comer,Fut,3,pl,comerán
66,comprar,Past,3,sg,compró
66,comprar,Past,3,pl,compraron
66,comprar,Imperfect,3,sg,compraba
66,comprar,Imperfect,3,pl,compraban
66,comprar,Pres,3,sg,compra
66,comprar,Pres,3,pl,compran
66,comprar,Fut,3,sg,comprará
66,comprar,Fut,3,pl,comprarán
67,decir,Past,3,sg,dijo
67,decir,Past,3,pl,dijeron
67,decir,Imperfect,3,sg,decía
67,decir,Imperfect,3,pl,decían
67,decir,Pres,3,sg,dice
67,decir,Pres,3,pl,dicen
67,decir,Fut,3,sg,dirá
67,decir,Fut,3,pl,dirán
68,aceptar,Past,3,sg,aceptó
68,aceptar,Past,3,pl,aceptaron
68,aceptar,Imperfect,3,sg,aceptaba
68,aceptar,Imperfect,3,pl,aceptaban
68,aceptar,Pres,3,sg,acepta
68,aceptar,Pres,3,pl,aceptan
68,aceptar,Fut,3,sg,aceptará
68,aceptar,Fut,3,pl,aceptarán
69,venir,Past,3,sg,vino
69,venir,Past,3,pl,vinieron
69,venir,Imperfect,3,sg,venía
69,venir,Imperfect,3,pl,venían
69,venir,Pres,3,sg,viene
69,venir,Pres,3,pl,vienen
69,venir,Fut,3,sg,vendrá
69,venir,Fut,3,pl,vendrán
70,parecer,Past,3,sg,pareció
70,parecer,Past,3,pl,parecieron
70,parecer,Imperfect,3,sg,parecía
70,parecer,Imperfect,3,pl,parecían
70,parecer,Pres,3,sg,parece
70,parecer,Pres,3,pl,parecen
70,parecer,Fut,3,sg,parecerá
70,parecer,Fut,3,pl,parecerán
71,reforzar,Past,3,sg,reforzó
71,reforzar,Past,3,pl,reforzaron
71,reforzar,Imperfect,3,sg,reforzaba
71,reforzar,Imperfect,3,pl,reforzaban
71,reforzar,Pres,3,sg,refuerza
71,reforzar,Pres,3,pl,refuerzan
71,reforzar,Fut,3,sg,reforzará
71,reforzar,Fut,3,pl,reforzarán
72,encajar,Past,3,sg,encajó
72,encajar,Past,3,pl,encajaron
72,encajar,Imperfect,3,sg,encajaba
72,encajar,Imperfect,3,pl,encajaban
72,encajar,Pres,3,sg,encaja
72,encajar,Pres,3,pl,encajan
72,encajar,Fut,3,sg,encajará
72,encajar,Fut,3,pl,encajarán
73,mostrar,Past,3,sg,mostró
73,mostrar,Past,3,pl,mostraron
73,mostrar,Imperfect,3,sg,mostraba
73,mostrar,Imperfect,3,pl,mostraban
73,mostrar,Pres,3,sg,muestra
73,mostrar,Pres,3,pl,muestran
73,mostrar,Fut,3,sg,mostrará
73,mostrar,Fut,3,pl,mostrarán
74,desenvolver,Past,3,sg,desenvolvió
74,desenvolver,Past,3,pl,desenvolvieron
74,desenvolver,Imperfect,3,sg,desenvolvía
74,desenvolver,Imperfect,3,pl,desenvolvían
74,desenvolver,Pres,3,sg,desenvuelve
74,desenvolver,Pres,3,pl,desenvuelven
74,desenvolver,Fut,3,sg,desenvolverá
74,desenvolver,Fut,3,pl,desenvolverán
75,golpear,Past,3,sg,golpeó
75,golpear,Past,3,pl,golpearon
75,golpear,Imperfect,3,sg,golpeaba
75,golpear,Imperfect,3,pl,golpeaban
75,golpear,Pres,3,sg,golpea
75,golpear,Pres,3,pl,golpean
75,golpear,Fut,3,sg,golpeará
75,golpear,Fut,3,pl,golpearán
76,moderar,Past,3,sg,moderó
76,moderar,Past,3,pl,moderaron
76,moderar,Imperfect,3,sg,moderaba
76,moderar,Imperfect,3,pl,moderaban
76,moderar,Pres,3,sg,modera
76,moderar,Pres,3,pl,moderan
76,moderar,Fut,3,sg,moderará
76,moderar,Fut,3,pl,moderarán
77,atacar,Past,3,sg,atacó
77,atacar,Past,3,pl,atacaron
77,atacar,Imperfect,3,sg,atacaba
77,atacar,Imperfect,3,pl,atacaban
77,atacar,Pres,3,sg,ataca
77,atacar,Pres,3,pl,atacan
77,atacar,Fut,3,sg,atacará
77,atacar,Fut,3,pl,atacarán
78,estar,Past,3,sg,estuvo
78,estar,Past,3,pl,estuvieron
78,estar,Imperfect,3,sg,estaba
78,estar,Imperfect,3,pl,estaban
78,estar,Pres,3,sg,está
78,estar,Pres,3,pl,están
78,estar,Fut,3,sg,estará
78,estar,Fut,3,pl,estarán
79,cerner,Past,3,sg,cernió
79,cerner,Past,3,pl,cernieron
79,cerner,Imperfect,3,sg,cernía
79,cerner,Imperfect,3,pl,cernían
79,cerner,Pres,3,sg,cierne
79,cerner,Pres,3,pl,ciernen
79,cerner,Fut,3,sg,cernerá
79,cerner,Fut,3,pl,cernerán
80,convertir,Past,3,sg,convirtió
80,convertir,Past,3,pl,convirtieron
80,convertir,Imperfect,3,sg,convertía
80,convertir,Imperfect,3,pl,convertían
80,convertir,Pres,3,sg,convierte
80,convertir,Pres,3,pl,convierten
80,convertir,Fut,3,sg,convertirá
80,convertir,Fut,3,pl,convertirán
81,preocupar,Past,3,sg,preocupó
81,preocupar,Past,3,pl,preocuparon
81,preocupar,Imperfect,3,sg,preocupaba
81,preocupar,Imperfect,3,pl,preocupaban
81,preocupar,Pres,3,sg,preocupa
81,preocupar,Pres,3,pl,preocupan
81,preocupar,Fut,3,sg,preocupará
81,preocupar,Fut,3,pl,preocuparán
82,saber,Past,3,sg,supo
82,saber,Past,3,pl,supieron
82,saber,Imperfect,3,sg,sabía
82,saber,Imperfect,3,pl,sabían
82,saber,Pres,3,sg,sabe
82,saber,Pres,3,pl,saben
82,saber,Fut,3,sg,sabrá
82,saber,Fut,3,pl,sabrán
83,acudir,Past,3,sg,acudió
83,acudir,Past,3,pl,acudieron
83,acudir,Imperfect,3,sg,acudía
83,acudir,Imperfect,3,pl,acudían
83,acudir,Pres,3,sg,acude
83,acudir,Pres,3,pl,acuden
83,acudir,Fut,3,sg,acudirá
83,acudir,Fut,3,pl,acudirán
84,disputar,Past,3,sg,disputó
84,disputar,Past,3,pl,disputaron
84,disputar,Imperfect,3,sg,disputaba
84,disputar,Imperfect,3,pl,disputaban
84,disputar,Pres,3,sg,disputa
84,disputar,Pres,3,pl,disputan
84,disputar,Fut,3,sg,disputará
84,disputar,Fut,3,pl,disputarán
85,pensar,Past,3,sg,pensó
85,pensar,Past,3,pl,pensaron
85,pensar,Imperfect,3,sg,pensaba
85,pensar,Imperfect,3,pl,pensaban
85,pensar,Pres,3,sg,piensa
85,pensar,Pres,3,pl,piensan
85,pensar,Fut,3,sg,pensará
85,pensar,Fut,3,pl,pensarán
86,necesitar,Past,3,sg,necesitó
86,necesitar,Past,3,pl,necesitaron
86,necesitar,Imperfect,3,sg,necesitaba
86,necesitar,Imperfect,3,pl,necesitaban
86,necesitar,Pres,3,sg,necesita
86,necesitar,Pres,3,pl,necesitan
86,necesitar,Fut,3,sg,necesitará
86,necesitar,Fut,3,pl,necesitarán
87,correr,Past,3,sg,corrió
87,correr,Past,3,pl,corrieron
87,correr,Imperfect,3,sg,corría
